# x_m,y_m,w_tr_right_m,w_tr_left_m
-11.8800,-0.3800,1.0449,1.0449
-11.8800,-0.3900,1.0404,1.0404
-11.8700,-0.4000,1.0439,1.0439
-11.8700,-0.4100,1.0388,1.0388
-11.8600,-0.4200,1.0424,1.0424
-11.8500,-0.4300,1.0461,1.0461
-11.8400,-0.4400,1.0500,1.0500
-11.8400,-0.4500,1.0453,1.0453
-11.8400,-0.4600,1.0406,1.0406
-11.8300,-0.4700,1.0449,1.0449
-11.8200,-0.4800,1.0493,1.0493
-11.8200,-0.4900,1.0449,1.0449
-11.8100,-0.5000,1.0491,1.0491
-11.8000,-0.5100,1.0525,1.0525
-11.8000,-0.5200,1.0474,1.0474
-11.7900,-0.5300,1.0510,1.0510
-11.7900,-0.5400,1.0461,1.0461
-11.7800,-0.5500,1.0500,1.0500
-11.7700,-0.5600,1.0541,1.0541
-11.7700,-0.5700,1.0495,1.0495
-11.7600,-0.5800,1.0538,1.0538
-11.7600,-0.5900,1.0486,1.0486
-11.7500,-0.6000,1.0511,1.0511
-11.7400,-0.6100,1.0538,1.0538
-11.7400,-0.6200,1.0483,1.0483
-11.7300,-0.6300,1.0512,1.0512
-11.7300,-0.6400,1.0459,1.0459
-11.7200,-0.6500,1.0491,1.0491
-11.7200,-0.6600,1.0439,1.0439
-11.7100,-0.6700,1.0474,1.0474
-11.7100,-0.6800,1.0424,1.0424
-11.7000,-0.6900,1.0461,1.0461
-11.6900,-0.7000,1.0500,1.0500
-11.6900,-0.7100,1.0453,1.0453
-11.6800,-0.7200,1.0495,1.0495
-11.6800,-0.7300,1.0449,1.0449
-11.6700,-0.7400,1.0493,1.0493
-11.6600,-0.7500,1.0539,1.0539
-11.6600,-0.7600,1.0497,1.0497
-11.6500,-0.7700,1.0545,1.0545
-11.6400,-0.7800,1.0595,1.0595
-11.6400,-0.7900,1.0549,1.0549
-11.6300,-0.8000,1.0588,1.0588
-11.6300,-0.8100,1.0541,1.0541
-11.6200,-0.8200,1.0584,1.0584
-11.6100,-0.8300,1.0628,1.0628
-11.6100,-0.8400,1.0583,1.0583
-11.6000,-0.8500,1.0630,1.0630
-11.6000,-0.8600,1.0587,1.0587
-11.5900,-0.8700,1.0636,1.0636
-11.5900,-0.8800,1.0588,1.0588
-11.5800,-0.8900,1.0630,1.0630
-11.5700,-0.9000,1.0673,1.0673
-11.5700,-0.9100,1.0628,1.0628
-11.5600,-0.9200,1.0673,1.0673
-11.5600,-0.9300,1.0628,1.0628
-11.5500,-0.9400,1.0662,1.0662
-11.5400,-0.9500,1.0697,1.0697
-11.5400,-0.9600,1.0647,1.0647
-11.5300,-0.9700,1.0685,1.0685
-11.5300,-0.9800,1.0636,1.0636
-11.5200,-0.9900,1.0676,1.0676
-11.5100,-1.0000,1.0718,1.0718
-11.5100,-1.0100,1.0673,1.0673
-11.5000,-1.0200,1.0717,1.0717
-11.4900,-1.0300,1.0763,1.0763
-11.4900,-1.0400,1.0720,1.0720
-11.4800,-1.0500,1.0769,1.0769
-11.4800,-1.0600,1.0727,1.0727
-11.4700,-1.0700,1.0766,1.0766
-11.4600,-1.0800,1.0799,1.0799
-11.4600,-1.0900,1.0748,1.0748
-11.4500,-1.1000,1.0783,1.0783
-11.4400,-1.1100,1.0821,1.0821
-11.4400,-1.1200,1.0772,1.0772
-11.4300,-1.1300,1.0812,1.0812
-11.4200,-1.1400,1.0812,1.0812
-11.4200,-1.1500,1.0807,1.0807
-11.4100,-1.1600,1.0821,1.0821
-11.4100,-1.1700,1.0807,1.0807
-11.4000,-1.1800,1.0834,1.0834
-11.3900,-1.1900,1.0799,1.0799
-11.3800,-1.2000,1.0766,1.0766
-11.3800,-1.2100,1.0819,1.0819
-11.3700,-1.2200,1.0789,1.0789
-11.3600,-1.2300,1.0760,1.0760
-11.3600,-1.2400,1.0815,1.0815
-11.3500,-1.2500,1.0789,1.0789
-11.3400,-1.2600,1.0764,1.0764
-11.3400,-1.2700,1.0822,1.0822
-11.3300,-1.2800,1.0800,1.0800
-11.3200,-1.2900,1.0772,1.0772
-11.3100,-1.3000,1.0734,1.0734
-11.3100,-1.3100,1.0783,1.0783
-11.3000,-1.3200,1.0748,1.0748
-11.2900,-1.3300,1.0714,1.0714
-11.2800,-1.3400,1.0681,1.0681
-11.2800,-1.3500,1.0735,1.0735
-11.2700,-1.3600,1.0705,1.0705
-11.2700,-1.3700,1.0760,1.0760
-11.2600,-1.3800,1.0732,1.0732
-11.2500,-1.3900,1.0707,1.0707
-11.2400,-1.4000,1.0683,1.0683
-11.2400,-1.4100,1.0741,1.0741
-11.2300,-1.4200,1.0720,1.0720
-11.2200,-1.4300,1.0700,1.0700
-11.2200,-1.4400,1.0761,1.0761
-11.2100,-1.4500,1.0734,1.0734
-11.2000,-1.4600,1.0697,1.0697
-11.2000,-1.4700,1.0748,1.0748
-11.1900,-1.4800,1.0714,1.0714
-11.1800,-1.4900,1.0681,1.0681
-11.1700,-1.5000,1.0650,1.0650
-11.1600,-1.5100,1.0621,1.0621
-11.1600,-1.5200,1.0676,1.0676
-11.1500,-1.5300,1.0636,1.0636
-11.1400,-1.5400,1.0597,1.0597
-11.1300,-1.5500,1.0560,1.0560
-11.1300,-1.5600,1.0611,1.0611
-11.1200,-1.5700,1.0576,1.0576
-11.1100,-1.5800,1.0543,1.0543
-11.1100,-1.5900,1.0597,1.0597
-11.1000,-1.6000,1.0566,1.0566
-11.0900,-1.6100,1.0538,1.0538
-11.0900,-1.6200,1.0594,1.0594
-11.0800,-1.6300,1.0568,1.0568
-11.0700,-1.6400,1.0543,1.0543
-11.0600,-1.6500,1.0521,1.0521
-11.0600,-1.6600,1.0580,1.0580
-11.0500,-1.6700,1.0560,1.0560
-11.0400,-1.6800,1.0542,1.0542
-11.0300,-1.6900,1.0526,1.0526
-11.0300,-1.7000,1.0588,1.0588
-11.0200,-1.7100,1.0575,1.0575
-11.0100,-1.7200,1.0560,1.0560
-11.0100,-1.7300,1.0621,1.0621
-11.0000,-1.7400,1.0604,1.0604
-10.9900,-1.7500,1.0588,1.0588
-10.9800,-1.7600,1.0575,1.0575
-10.9700,-1.7700,1.0562,1.0562
-10.9700,-1.7800,1.0628,1.0628
-10.9600,-1.7900,1.0618,1.0618
-10.9500,-1.8000,1.0610,1.0610
-10.9400,-1.8100,1.0604,1.0604
-10.9300,-1.8200,1.0600,1.0600
-10.9300,-1.8300,1.0667,1.0667
-10.9200,-1.8400,1.0667,1.0667
-10.9100,-1.8500,1.0667,1.0667
-10.9000,-1.8600,1.0667,1.0667
-10.8900,-1.8700,1.0667,1.0667
-10.8900,-1.8800,1.0618,1.0618
-10.8800,-1.8900,1.0628,1.0628
-10.8700,-1.9000,1.0639,1.0639
-10.8600,-1.9100,1.0652,1.0652
-10.8500,-1.9200,1.0666,1.0666
-10.8400,-1.9300,1.0682,1.0682
-10.8300,-1.9400,1.0700,1.0700
-10.8200,-1.9500,1.0720,1.0720
-10.8100,-1.9600,1.0738,1.0738
-10.8000,-1.9700,1.0739,1.0739
-10.7900,-1.9800,1.0741,1.0741
-10.7800,-1.9900,1.0746,1.0746
-10.7700,-2.0000,1.0752,1.0752
-10.7700,-2.0100,1.0789,1.0789
-10.7600,-2.0200,1.0819,1.0819
-10.7500,-2.0300,1.0844,1.0844
-10.7400,-2.0400,1.0856,1.0856
-10.7300,-2.0500,1.0870,1.0870
-10.7200,-2.0600,1.0879,1.0879
-10.7200,-2.0700,1.0809,1.0809
-10.7100,-2.0800,1.0811,1.0811
-10.7000,-2.0800,1.0883,1.0883
-10.6900,-2.0900,1.0887,1.0887
-10.6800,-2.1000,1.0893,1.0893
-10.6700,-2.1100,1.0900,1.0900
-10.6600,-2.1200,1.0910,1.0910
-10.6500,-2.1300,1.0921,1.0921
-10.6400,-2.1400,1.0933,1.0933
-10.6400,-2.1500,1.0870,1.0870
-10.6300,-2.1600,1.0885,1.0885
-10.6200,-2.1700,1.0902,1.0902
-10.6100,-2.1800,1.0920,1.0920
-10.6000,-2.1900,1.0940,1.0940
-10.5900,-2.2000,1.0962,1.0962
-10.5800,-2.2100,1.0985,1.0985
-10.5700,-2.2100,1.1010,1.1010
-10.5600,-2.2200,1.1025,1.1025
-10.5500,-2.2300,1.1042,1.1042
-10.5400,-2.2400,1.1051,1.1051
-10.5400,-2.2500,1.1095,1.1095
-10.5300,-2.2600,1.1126,1.1126
-10.5200,-2.2700,1.1151,1.1151
-10.5100,-2.2700,1.1088,1.1088
-10.5000,-2.2800,1.1092,1.1092
-10.4900,-2.2900,1.1092,1.1092
-10.4800,-2.3000,1.1092,1.1092
-10.4700,-2.3100,1.1092,1.1092
-10.4600,-2.3200,1.1093,1.1093
-10.4500,-2.3300,1.1097,1.1097
-10.4400,-2.3300,1.1028,1.1028
-10.4300,-2.3400,1.1034,1.1034
-10.4200,-2.3500,1.1042,1.1042
-10.4100,-2.3500,1.0975,1.0975
-10.4000,-2.3600,1.0985,1.0985
-10.3900,-2.3700,1.0997,1.0997
-10.3800,-2.3700,1.0933,1.0933
-10.3700,-2.3800,1.0947,1.0947
-10.3600,-2.3900,1.0963,1.0963
-10.3500,-2.4000,1.0981,1.0981
-10.3400,-2.4000,1.0920,1.0920
-10.3300,-2.4100,1.0940,1.0940
-10.3200,-2.4100,1.0881,1.0881
-10.3100,-2.4200,1.0902,1.0902
-10.3000,-2.4200,1.0841,1.0841
-10.2900,-2.4300,1.0860,1.0860
-10.2800,-2.4300,1.0800,1.0800
-10.2700,-2.4400,1.0822,1.0822
-10.2600,-2.4400,1.0764,1.0764
-10.2500,-2.4400,1.0707,1.0707
-10.2400,-2.4500,1.0732,1.0732
-10.2300,-2.4600,1.0760,1.0760
-10.2200,-2.4600,1.0705,1.0705
-10.2100,-2.4600,1.0650,1.0650
-10.2000,-2.4700,1.0681,1.0681
-10.1900,-2.4700,1.0628,1.0628
-10.1800,-2.4700,1.0576,1.0576
-10.1700,-2.4700,1.0525,1.0525
-10.1600,-2.4800,1.0560,1.0560
-10.1500,-2.4800,1.0510,1.0510
-10.1400,-2.4800,1.0461,1.0461
-10.1300,-2.4900,1.0500,1.0500
-10.1200,-2.4900,1.0453,1.0453
-10.1100,-2.4900,1.0406,1.0406
-10.1000,-2.4900,1.0360,1.0360
-10.0900,-2.5000,1.0404,1.0404
-10.0800,-2.5000,1.0360,1.0360
-10.0700,-2.5000,1.0315,1.0315
-10.0600,-2.5100,1.0360,1.0360
-10.0500,-2.5100,1.0316,1.0316
-10.0400,-2.5100,1.0273,1.0273
-10.0300,-2.5100,1.0231,1.0231
-10.0200,-2.5200,1.0281,1.0281
-10.0100,-2.5200,1.0240,1.0240
-10.0000,-2.5200,1.0200,1.0200
-9.9900,-2.5200,1.0162,1.0162
-9.9800,-2.5300,1.0216,1.0216
-9.9700,-2.5300,1.0179,1.0179
-9.9600,-2.5300,1.0143,1.0143
-9.9500,-2.5300,1.0107,1.0107
-9.9400,-2.5400,1.0166,1.0166
-9.9300,-2.5400,1.0133,1.0133
-9.9200,-2.5400,1.0100,1.0100
-9.9100,-2.5400,1.0068,1.0068
-9.9000,-2.5500,1.0132,1.0132
-9.8900,-2.5500,1.0102,1.0102
-9.8800,-2.5500,1.0072,1.0072
-9.8700,-2.5500,1.0044,1.0044
-9.8600,-2.5600,1.0113,1.0113
-9.8500,-2.5600,1.0086,1.0086
-9.8400,-2.5600,1.0060,1.0060
-9.8300,-2.5600,1.0035,1.0035
-9.8200,-2.5600,1.0011,1.0011
-9.8100,-2.5600,0.9988,0.9988
-9.8000,-2.5600,0.9964,0.9964
-9.7900,-2.5600,0.9938,0.9938
-9.7800,-2.5500,0.9817,0.9817
-9.7700,-2.5500,0.9794,0.9794
-9.7600,-2.5500,0.9771,0.9771
-9.7500,-2.5500,0.9749,0.9749
-9.7400,-2.5400,0.9630,0.9630
-9.7300,-2.5400,0.9610,0.9610
-9.7200,-2.5400,0.9591,0.9591
-9.7100,-2.5400,0.9572,0.9572
-9.7000,-2.5300,0.9456,0.9456
-9.6900,-2.5300,0.9439,0.9439
-9.6800,-2.5300,0.9424,0.9424
-9.6700,-2.5300,0.9409,0.9409
-9.6600,-2.5200,0.9296,0.9296
-9.6500,-2.5200,0.9283,0.9283
-9.6400,-2.5200,0.9270,0.9270
-9.6300,-2.5200,0.9259,0.9259
-9.6200,-2.5100,0.9149,0.9149
-9.6100,-2.5100,0.9140,0.9140
-9.6000,-2.5100,0.9132,0.9132
-9.5900,-2.5100,0.9124,0.9124
-9.5800,-2.5000,0.9018,0.9018
-9.5700,-2.5000,0.9012,0.9012
-9.5600,-2.5000,0.9008,0.9008
-9.5500,-2.5000,0.9004,0.9004
-9.5400,-2.4900,0.8902,0.8902
-9.5300,-2.4900,0.8901,0.8901
-9.5200,-2.4900,0.8899,0.8899
-9.5100,-2.4900,0.8886,0.8886
-9.5000,-2.4800,0.8774,0.8774
-9.4900,-2.4800,0.8762,0.8762
-9.4800,-2.4800,0.8751,0.8751
-9.4700,-2.4800,0.8742,0.8742
-9.4600,-2.4700,0.8633,0.8633
-9.4500,-2.4700,0.8625,0.8625
-9.4400,-2.4700,0.8619,0.8619
-9.4300,-2.4600,0.8513,0.8513
-9.4200,-2.4600,0.8504,0.8504
-9.4100,-2.4600,0.8489,0.8489
-9.4000,-2.4600,0.8476,0.8476
-9.3900,-2.4500,0.8365,0.8365
-9.3800,-2.4500,0.8354,0.8354
-9.3700,-2.4500,0.8343,0.8343
-9.3600,-2.4500,0.8334,0.8334
-9.3500,-2.4400,0.8227,0.8227
-9.3400,-2.4400,0.8220,0.8220
-9.3300,-2.4400,0.8214,0.8214
-9.3200,-2.4300,0.8108,0.8108
-9.3100,-2.4300,0.8093,0.8093
-9.3000,-2.4300,0.8080,0.8080
-9.2900,-2.4300,0.8067,0.8067
-9.2800,-2.4200,0.7956,0.7956
-9.2700,-2.4200,0.7945,0.7945
-9.2600,-2.4200,0.7936,0.7936
-9.2500,-2.4100,0.7828,0.7828
-9.2400,-2.4100,0.7820,0.7820
-9.2300,-2.4100,0.7814,0.7814
-9.2200,-2.4100,0.7809,0.7809
-9.2100,-2.4000,0.7705,0.7705
-9.2000,-2.4000,0.7702,0.7702
-9.1900,-2.4000,0.7701,0.7701
-9.1800,-2.4000,0.7700,0.7700
-9.1700,-2.3900,0.7601,0.7601
-9.1600,-2.3900,0.7602,0.7602
-9.1500,-2.3900,0.7605,0.7605
-9.1400,-2.3800,0.7509,0.7509
-9.1300,-2.3800,0.7515,0.7515
-9.1200,-2.3800,0.7521,0.7521
-9.1100,-2.3700,0.7429,0.7429
-9.1000,-2.3700,0.7438,0.7438
-9.0900,-2.3700,0.7448,0.7448
-9.0800,-2.3700,0.7459,0.7459
-9.0700,-2.3600,0.7373,0.7373
-9.0600,-2.3600,0.7386,0.7386
-9.0500,-2.3600,0.7401,0.7401
-9.0400,-2.3500,0.7319,0.7319
-9.0300,-2.3500,0.7336,0.7336
-9.0200,-2.3500,0.7355,0.7355
-9.0100,-2.3500,0.7374,0.7374
-9.0000,-2.3400,0.7298,0.7298
-8.9900,-2.3400,0.7320,0.7320
-8.9800,-2.3400,0.7343,0.7343
-8.9700,-2.3300,0.7271,0.7271
-8.9600,-2.3300,0.7297,0.7297
-8.9500,-2.3300,0.7324,0.7324
-8.9400,-2.3200,0.7257,0.7257
-8.9300,-2.3200,0.7286,0.7286
-8.9200,-2.3200,0.7317,0.7317
-8.9100,-2.3100,0.7254,0.7254
-8.9000,-2.3100,0.7286,0.7286
-8.8900,-2.3100,0.7317,0.7317
-8.8800,-2.3100,0.7349,0.7349
-8.8700,-2.3000,0.7287,0.7287
-8.8600,-2.3000,0.7322,0.7322
-8.8500,-2.3000,0.7357,0.7357
-8.8400,-2.2900,0.7301,0.7301
-8.8300,-2.2900,0.7338,0.7338
-8.8200,-2.2900,0.7377,0.7377
-8.8100,-2.2800,0.7317,0.7317
-8.8000,-2.2800,0.7349,0.7349
-8.7900,-2.2800,0.7382,0.7382
-8.7800,-2.2800,0.7415,0.7415
-8.7700,-2.2700,0.7357,0.7357
-8.7600,-2.2700,0.7393,0.7393
-8.7500,-2.2700,0.7431,0.7431
-8.7400,-2.2600,0.7377,0.7377
-8.7300,-2.2600,0.7417,0.7417
-8.7200,-2.2600,0.7458,0.7458
-8.7100,-2.2500,0.7410,0.7410
-8.7000,-2.2500,0.7453,0.7453
-8.6900,-2.2500,0.7497,0.7497
-8.6800,-2.2400,0.7453,0.7453
-8.6700,-2.2400,0.7497,0.7497
-8.6600,-2.2400,0.7542,0.7542
-8.6500,-2.2400,0.7588,0.7588
-8.6400,-2.2300,0.7548,0.7548
-8.6300,-2.2300,0.7596,0.7596
-8.6200,-2.2300,0.7641,0.7641
-8.6100,-2.2200,0.7591,0.7591
-8.6000,-2.2200,0.7633,0.7633
-8.5900,-2.2200,0.7676,0.7676
-8.5800,-2.2100,0.7631,0.7631
-8.5700,-2.2000,0.7587,0.7587
-8.5600,-2.2000,0.7631,0.7631
-8.5500,-2.2000,0.7673,0.7673
-8.5400,-2.2000,0.7709,0.7709
-8.5300,-2.1900,0.7654,0.7654
-8.5200,-2.1800,0.7601,0.7601
-8.5100,-2.1800,0.7641,0.7641
-8.5000,-2.1800,0.7682,0.7682
-8.4900,-2.1700,0.7633,0.7633
-8.4800,-2.1600,0.7587,0.7587
-8.4700,-2.1600,0.7631,0.7631
-8.4600,-2.1500,0.7588,0.7588
-8.4500,-2.1500,0.7635,0.7635
-8.4400,-2.1400,0.7596,0.7596
-8.4300,-2.1400,0.7641,0.7641
-8.4200,-2.1300,0.7591,0.7591
-8.4100,-2.1200,0.7543,0.7543
-8.4000,-2.1200,0.7587,0.7587
-8.3900,-2.1100,0.7542,0.7542
-8.3800,-2.1000,0.7497,0.7497
-8.3700,-2.1000,0.7542,0.7542
-8.3600,-2.0900,0.7500,0.7500
-8.3500,-2.0900,0.7548,0.7548
-8.3400,-2.0800,0.7509,0.7509
-8.3300,-2.0700,0.7472,0.7472
-8.3200,-2.0700,0.7523,0.7523
-8.3100,-2.0600,0.7491,0.7491
-8.3000,-2.0500,0.7460,0.7460
-8.2900,-2.0400,0.7431,0.7431
-8.2800,-2.0400,0.7488,0.7488
-8.2700,-2.0300,0.7463,0.7463
-8.2600,-2.0200,0.7440,0.7440
-8.2500,-2.0100,0.7420,0.7420
-8.2400,-2.0000,0.7402,0.7402
-8.2300,-2.0000,0.7465,0.7465
-8.2200,-1.9900,0.7450,0.7450
-8.2100,-1.9800,0.7439,0.7439
-8.2000,-1.9700,0.7429,0.7429
-8.1900,-1.9600,0.7422,0.7422
-8.1800,-1.9500,0.7417,0.7417
-8.1700,-1.9500,0.7486,0.7486
-8.1600,-1.9400,0.7485,0.7485
-8.1500,-1.9300,0.7485,0.7485
-8.1400,-1.9200,0.7485,0.7485
-8.1300,-1.9100,0.7485,0.7485
-8.1200,-1.9000,0.7485,0.7485
-8.1100,-1.8900,0.7486,0.7486
-8.1000,-1.8800,0.7490,0.7490
-8.0900,-1.8700,0.7496,0.7496
-8.0800,-1.8600,0.7504,0.7504
-8.0700,-1.8500,0.7515,0.7515
-8.0600,-1.8400,0.7528,0.7528
-8.0500,-1.8300,0.7543,0.7543
-8.0400,-1.8200,0.7560,0.7560
-8.0300,-1.8100,0.7580,0.7580
-8.0200,-1.8000,0.7602,0.7602
-8.0100,-1.7900,0.7627,0.7627
-8.0100,-1.7800,0.7570,0.7570
-8.0000,-1.7700,0.7598,0.7598
-7.9900,-1.7600,0.7627,0.7627
-7.9800,-1.7500,0.7653,0.7653
-7.9700,-1.7400,0.7682,0.7682
-7.9600,-1.7300,0.7713,0.7713
-7.9500,-1.7200,0.7746,0.7746
-7.9400,-1.7100,0.7782,0.7782
-7.9400,-1.7000,0.7732,0.7732
-7.9300,-1.6900,0.7771,0.7771
-7.9200,-1.6800,0.7812,0.7812
-7.9100,-1.6700,0.7841,0.7841
-7.9000,-1.6600,0.7860,0.7860
-7.8900,-1.6500,0.7881,0.7881
-7.8900,-1.6400,0.7823,0.7823
-7.8800,-1.6300,0.7848,0.7848
-7.8700,-1.6200,0.7875,0.7875
-7.8600,-1.6100,0.7904,0.7904
-7.8600,-1.6000,0.7851,0.7851
-7.8500,-1.5900,0.7884,0.7884
-7.8400,-1.5800,0.7919,0.7919
-7.8300,-1.5700,0.7955,0.7955
-7.8200,-1.5600,0.7994,0.7994
-7.8200,-1.5500,0.7947,0.7947
-7.8100,-1.5400,0.7989,0.7989
-7.8100,-1.5300,0.7940,0.7940
-7.8000,-1.5200,0.7963,0.7963
-7.7900,-1.5100,0.7987,0.7987
-7.7800,-1.5000,0.8014,0.8014
-7.7800,-1.4900,0.7959,0.7959
-7.7700,-1.4800,0.7989,0.7989
-7.7600,-1.4700,0.8021,0.8021
-7.7500,-1.4600,0.8055,0.8055
-7.7500,-1.4500,0.8005,0.8005
-7.7400,-1.4400,0.8043,0.8043
-7.7300,-1.4300,0.8082,0.8082
-7.7300,-1.4200,0.8035,0.8035
-7.7200,-1.4100,0.8070,0.8070
-7.7100,-1.4000,0.8097,0.8097
-7.7000,-1.3900,0.8127,0.8127
-7.7000,-1.3800,0.8074,0.8074
-7.6900,-1.3700,0.8107,0.8107
-7.6800,-1.3600,0.8142,0.8142
-7.6800,-1.3500,0.8092,0.8092
-7.6700,-1.3400,0.8130,0.8130
-7.6600,-1.3300,0.8171,0.8171
-7.6600,-1.3200,0.8124,0.8124
-7.6500,-1.3100,0.8168,0.8168
-7.6400,-1.3000,0.8213,0.8213
-7.6400,-1.2900,0.8168,0.8168
-7.6300,-1.2800,0.8213,0.8213
-7.6200,-1.2700,0.8257,0.8257
-7.6100,-1.2600,0.8304,0.8304
-7.6100,-1.2500,0.8261,0.8261
-7.6000,-1.2400,0.8306,0.8306
-7.5900,-1.2300,0.8348,0.8348
-7.5900,-1.2200,0.8302,0.8302
-7.5800,-1.2100,0.8347,0.8347
-7.5700,-1.2000,0.8394,0.8394
-7.5700,-1.1900,0.8352,0.8352
-7.5600,-1.1800,0.8402,0.8402
-7.5500,-1.1700,0.8454,0.8454
-7.5500,-1.1600,0.8415,0.8415
-7.5400,-1.1500,0.8470,0.8470
-7.5300,-1.1400,0.8527,0.8527
-7.5200,-1.1300,0.8586,0.8586
-7.5200,-1.1200,0.8552,0.8552
-7.5100,-1.1100,0.8614,0.8614
-7.5000,-1.1000,0.8666,0.8666
-7.5000,-1.0900,0.8625,0.8625
-7.4900,-1.0800,0.8665,0.8665
-7.4800,-1.0700,0.8706,0.8706
-7.4700,-1.0600,0.8749,0.8749
-7.4700,-1.0500,0.8705,0.8705
-7.4600,-1.0400,0.8751,0.8751
-7.4500,-1.0300,0.8799,0.8799
-7.4500,-1.0200,0.8758,0.8758
-7.4400,-1.0100,0.8809,0.8809
-7.4300,-1.0000,0.8862,0.8862
-7.4200,-0.9900,0.8916,0.8916
-7.4100,-0.9800,0.8972,0.8972
-7.4100,-0.9700,0.8937,0.8937
-7.4000,-0.9600,0.8996,0.8996
-7.3900,-0.9500,0.9057,0.9057
-7.3800,-0.9400,0.9119,0.9119
-7.3800,-0.9300,0.9088,0.9088
-7.3700,-0.9200,0.9152,0.9152
-7.3600,-0.9100,0.9197,0.9197
-7.3500,-0.9000,0.9242,0.9242
-7.3400,-0.8900,0.9288,0.9288
-7.3300,-0.8800,0.9337,0.9337
-7.3300,-0.8700,0.9296,0.9296
-7.3200,-0.8600,0.9347,0.9347
-7.3100,-0.8500,0.9400,0.9400
-7.3000,-0.8400,0.9455,0.9455
-7.2900,-0.8300,0.9510,0.9510
-7.2900,-0.8200,0.9465,0.9465
-7.2800,-0.8100,0.9512,0.9512
-7.2700,-0.8000,0.9548,0.9548
-7.2600,-0.7900,0.9555,0.9555
-7.2500,-0.7800,0.9565,0.9565
-7.2400,-0.7700,0.9576,0.9576
-7.2400,-0.7600,0.9512,0.9512
-7.2300,-0.7500,0.9526,0.9526
-7.2200,-0.7400,0.9542,0.9542
-7.2100,-0.7300,0.9560,0.9560
-7.2000,-0.7200,0.9580,0.9580
-7.2000,-0.7100,0.9521,0.9521
-7.1900,-0.7000,0.9544,0.9544
-7.1800,-0.6900,0.9568,0.9568
-7.1700,-0.6800,0.9595,0.9595
-7.1600,-0.6700,0.9623,0.9623
-7.1500,-0.6600,0.9640,0.9640
-7.1500,-0.6500,0.9600,0.9600
-7.1400,-0.6400,0.9633,0.9633
-7.1300,-0.6300,0.9667,0.9667
-7.1200,-0.6200,0.9653,0.9653
-7.1100,-0.6100,0.9640,0.9640
-7.1100,-0.6000,0.9630,0.9630
-7.1000,-0.5900,0.9640,0.9640
-7.0900,-0.5800,0.9653,0.9653
-7.0800,-0.5700,0.9667,0.9667
-7.0700,-0.5600,0.9679,0.9679
-7.0600,-0.5500,0.9678,0.9678
-7.0600,-0.5400,0.9640,0.9640
-7.0500,-0.5300,0.9661,0.9661
-7.0400,-0.5200,0.9678,0.9678
-7.0300,-0.5100,0.9651,0.9651
-7.0200,-0.5000,0.9623,0.9623
-7.0100,-0.4900,0.9595,0.9595
-7.0000,-0.4800,0.9568,0.9568
-6.9900,-0.4700,0.9544,0.9544
-6.9900,-0.4600,0.9602,0.9602
-6.9800,-0.4500,0.9580,0.9580
-6.9700,-0.4400,0.9560,0.9560
-6.9600,-0.4300,0.9542,0.9542
-6.9600,-0.4200,0.9604,0.9604
-6.9500,-0.4100,0.9589,0.9589
-6.9400,-0.4000,0.9576,0.9576
-6.9300,-0.3900,0.9565,0.9565
-6.9200,-0.3800,0.9555,0.9555
-6.9100,-0.3700,0.9548,0.9548
-6.9000,-0.3600,0.9515,0.9515
-6.8900,-0.3500,0.9485,0.9485
-6.8800,-0.3400,0.9456,0.9456
-6.8700,-0.3300,0.9429,0.9429
-6.8600,-0.3200,0.9404,0.9404
-6.8500,-0.3100,0.9381,0.9381
-6.8500,-0.3000,0.9440,0.9440
-6.8400,-0.2900,0.9420,0.9420
-6.8300,-0.2800,0.9402,0.9402
-6.8200,-0.2700,0.9386,0.9386
-6.8100,-0.2600,0.9371,0.9371
-6.8000,-0.2500,0.9359,0.9359
-6.7900,-0.2400,0.9341,0.9341
-6.7800,-0.2300,0.9323,0.9323
-6.7700,-0.2200,0.9308,0.9308
-6.7600,-0.2100,0.9294,0.9294
-6.7500,-0.2000,0.9283,0.9283
-6.7400,-0.1900,0.9273,0.9273
-6.7300,-0.1800,0.9240,0.9240
-6.7200,-0.1700,0.9208,0.9208
-6.7100,-0.1600,0.9179,0.9179
-6.7000,-0.1500,0.9151,0.9151
-6.6900,-0.1400,0.9126,0.9126
-6.6800,-0.1300,0.9102,0.9102
-6.6700,-0.1200,0.9080,0.9080
-6.6600,-0.1100,0.9060,0.9060
-6.6600,-0.1000,0.9121,0.9121
-6.6500,-0.0900,0.9104,0.9104
-6.6400,-0.0800,0.9090,0.9090
-6.6300,-0.0700,0.9070,0.9070
-6.6200,-0.0600,0.9040,0.9040
-6.6100,-0.0500,0.9012,0.9012
-6.6000,-0.0400,0.8986,0.8986
-6.5900,-0.0300,0.8962,0.8962
-6.5800,-0.0200,0.8940,0.8940
-6.5700,-0.0100,0.8920,0.8920
-6.5600,0.0000,0.8902,0.8902
-6.5500,0.0100,0.8886,0.8886
-6.5400,0.0200,0.8872,0.8872
-6.5300,0.0300,0.8860,0.8860
-6.5200,0.0400,0.8849,0.8849
-6.5100,0.0500,0.8841,0.8841
-6.5000,0.0600,0.8823,0.8823
-6.4900,0.0700,0.8801,0.8801
-6.4800,0.0800,0.8780,0.8780
-6.4700,0.0900,0.8762,0.8762
-6.4600,0.1000,0.8745,0.8745
-6.4500,0.1100,0.8731,0.8731
-6.4400,0.1200,0.8719,0.8719
-6.4300,0.1300,0.8708,0.8708
