# x_m,y_m,w_tr_right_m,w_tr_left_m
6.0400,1.5200,0.7792,0.7792
6.0400,1.5300,0.7826,0.7826
6.0500,1.5400,0.7954,0.7954
6.0500,1.5500,0.7989,0.7989
6.0500,1.5600,0.8025,0.8025
6.0500,1.5700,0.8062,0.8062
6.0500,1.5800,0.8100,0.8100
6.0600,1.5900,0.8231,0.8231
6.0600,1.6000,0.8270,0.8270
6.0600,1.6100,0.8311,0.8311
6.0600,1.6200,0.8352,0.8352
6.0700,1.6300,0.8485,0.8485
6.0700,1.6400,0.8527,0.8527
6.0700,1.6500,0.8571,0.8571
6.0700,1.6600,0.8615,0.8615
6.0700,1.6700,0.8660,0.8660
6.0800,1.6800,0.8794,0.8794
6.0800,1.6900,0.8839,0.8839
6.0800,1.7000,0.8884,0.8884
6.0800,1.7100,0.8930,0.8930
6.0800,1.7200,0.8976,0.8976
6.0800,1.7300,0.9024,0.9024
6.0900,1.7400,0.9160,0.9160
6.0900,1.7500,0.9208,0.9208
6.0900,1.7600,0.9258,0.9258
6.0900,1.7700,0.9308,0.9308
6.0900,1.7800,0.9359,0.9359
6.1000,1.7900,0.9496,0.9496
6.1000,1.8000,0.9548,0.9548
6.1000,1.8100,0.9600,0.9600
6.1000,1.8200,0.9653,0.9653
6.1000,1.8300,0.9707,0.9707
6.0900,1.8400,0.9678,0.9678
6.0900,1.8500,0.9734,0.9734
6.0800,1.8600,0.9707,0.9707
6.0800,1.8700,0.9765,0.9765
6.0800,1.8800,0.9823,0.9823
6.0700,1.8900,0.9800,0.9800
6.0700,1.9000,0.9800,0.9800
6.0600,1.9100,0.9700,0.9700
6.0600,1.9200,0.9600,0.9600
6.0500,1.9300,0.9500,0.9500
6.0500,1.9400,0.9400,0.9400
6.0400,1.9500,0.9300,0.9300
6.0400,1.9600,0.9200,0.9200
6.0300,1.9700,0.9100,0.9100
6.0200,1.9800,0.9000,0.9000
6.0100,1.9900,0.8900,0.8900
6.0000,1.9900,0.8900,0.8900
5.9900,2.0000,0.8800,0.8800
5.9800,2.0000,0.8800,0.8800
5.9700,2.0000,0.8800,0.8800
5.9600,2.0100,0.8700,0.8700
5.9500,2.0100,0.8700,0.8700
5.9400,2.0200,0.8600,0.8600
5.9300,2.0200,0.8589,0.8589
5.9200,2.0300,0.8476,0.8476
5.9100,2.0300,0.8464,0.8464
5.9000,2.0300,0.8453,0.8453
5.8900,2.0300,0.8437,0.8437
5.8800,2.0300,0.8420,0.8420
5.8700,2.0400,0.8306,0.8306
5.8600,2.0400,0.8291,0.8291
5.8500,2.0400,0.8276,0.8276
5.8400,2.0400,0.8257,0.8257
5.8300,2.0400,0.8240,0.8240
5.8200,2.0400,0.8223,0.8223
5.8100,2.0500,0.8108,0.8108
5.8000,2.0500,0.8093,0.8093
5.7900,2.0500,0.8080,0.8080
5.7800,2.0500,0.8067,0.8067
5.7700,2.0500,0.8055,0.8055
5.7600,2.0500,0.8045,0.8045
5.7500,2.0600,0.7936,0.7936
5.7400,2.0600,0.7927,0.7927
5.7300,2.0500,0.8020,0.8020
5.7200,2.0500,0.8003,0.8003
5.7100,2.0600,0.7884,0.7884
5.7000,2.0600,0.7865,0.7865
5.6900,2.0600,0.7846,0.7846
5.6800,2.0600,0.7828,0.7828
5.6700,2.0600,0.7812,0.7812
5.6600,2.0600,0.7797,0.7797
5.6500,2.0600,0.7782,0.7782
5.6400,2.0600,0.7766,0.7766
5.6300,2.0600,0.7748,0.7748
5.6200,2.0600,0.7730,0.7730
5.6100,2.0600,0.7713,0.7713
5.6000,2.0600,0.7698,0.7698
5.5900,2.0600,0.7683,0.7683
5.5800,2.0600,0.7670,0.7670
5.5700,2.0600,0.7658,0.7658
5.5600,2.0600,0.7647,0.7647
5.5500,2.0600,0.7631,0.7631
5.5400,2.0600,0.7615,0.7615
5.5300,2.0600,0.7599,0.7599
5.5200,2.0600,0.7559,0.7559
5.5100,2.0600,0.7509,0.7509
5.5000,2.0600,0.7460,0.7460
5.4900,2.0500,0.7324,0.7324
5.4800,2.0500,0.7276,0.7276
5.4700,2.0500,0.7230,0.7230
5.4600,2.0500,0.7184,0.7184
5.4500,2.0500,0.7139,0.7139
5.4400,2.0500,0.7095,0.7095
5.4300,2.0500,0.7050,0.7050
5.4200,2.0500,0.7006,0.7006
5.4100,2.0500,0.6962,0.6962
5.4000,2.0500,0.6920,0.6920
5.3900,2.0500,0.6879,0.6879
5.3800,2.0500,0.6839,0.6839
5.3700,2.0500,0.6800,0.6800
5.3600,2.0500,0.6762,0.6762
5.3500,2.0500,0.6725,0.6725
5.3400,2.0500,0.6690,0.6690
5.3300,2.0400,0.6561,0.6561
5.3200,2.0400,0.6527,0.6527
5.3100,2.0400,0.6495,0.6495
5.3000,2.0400,0.6463,0.6463
5.2900,2.0400,0.6433,0.6433
5.2800,2.0400,0.6400,0.6400
5.2700,2.0400,0.6368,0.6368
5.2600,2.0400,0.6338,0.6338
5.2500,2.0400,0.6301,0.6301
5.2400,2.0400,0.6262,0.6262
5.2300,2.0400,0.6224,0.6224
5.2200,2.0400,0.6187,0.6187
5.2100,2.0400,0.6151,0.6151
5.2000,2.0400,0.6117,0.6117
5.1900,2.0400,0.6084,0.6084
5.1800,2.0400,0.6052,0.6052
5.1700,2.0400,0.6021,0.6021
5.1600,2.0300,0.5895,0.5895
5.1500,2.0300,0.5862,0.5862
5.1400,2.0300,0.5831,0.5831
5.1300,2.0300,0.5801,0.5801
5.1200,2.0300,0.5772,0.5772
5.1100,2.0300,0.5745,0.5745
5.1000,2.0300,0.5719,0.5719
5.0900,2.0300,0.5694,0.5694
5.0800,2.0300,0.5671,0.5671
5.0700,2.0300,0.5649,0.5649
5.0600,2.0300,0.5629,0.5629
5.0500,2.0300,0.5610,0.5610
5.0400,2.0300,0.5592,0.5592
5.0300,2.0300,0.5576,0.5576
5.0200,2.0200,0.5463,0.5463
5.0100,2.0200,0.5450,0.5450
5.0000,2.0200,0.5438,0.5438
4.9900,2.0200,0.5428,0.5428
4.9800,2.0200,0.5420,0.5420
4.9700,2.0200,0.5412,0.5412
4.9600,2.0200,0.5407,0.5407
4.9500,2.0200,0.5403,0.5403
4.9400,2.0200,0.5401,0.5401
4.9300,2.0200,0.5400,0.5400
4.9200,2.0200,0.5401,0.5401
4.9100,2.0200,0.5403,0.5403
4.9000,2.0100,0.5307,0.5307
4.8900,2.0100,0.5313,0.5313
4.8800,2.0100,0.5320,0.5320
4.8700,2.0100,0.5329,0.5329
4.8600,2.0100,0.5339,0.5339
4.8500,2.0100,0.5351,0.5351
4.8400,2.0100,0.5364,0.5364
4.8300,2.0100,0.5379,0.5379
4.8200,2.0100,0.5395,0.5395
4.8100,2.0100,0.5413,0.5413
4.8000,2.0100,0.5433,0.5433
4.7900,2.0000,0.5356,0.5356
4.7800,2.0000,0.5379,0.5379
4.7700,2.0000,0.5403,0.5403
4.7600,2.0000,0.5429,0.5429
4.7500,2.0000,0.5454,0.5454
4.7400,2.0000,0.5476,0.5476
4.7300,2.0000,0.5500,0.5500
4.7200,2.0000,0.5525,0.5525
4.7100,2.0000,0.5552,0.5552
4.7000,1.9900,0.5485,0.5485
4.6900,1.9900,0.5515,0.5515
4.6800,1.9900,0.5546,0.5546
4.6700,1.9900,0.5579,0.5579
4.6600,1.9900,0.5610,0.5610
4.6500,1.9900,0.5641,0.5641
4.6400,1.9900,0.5673,0.5673
4.6300,1.9900,0.5707,0.5707
4.6200,1.9900,0.5742,0.5742
4.6100,1.9800,0.5685,0.5685
4.6000,1.9800,0.5723,0.5723
4.5900,1.9800,0.5762,0.5762
4.5800,1.9800,0.5803,0.5803
4.5700,1.9800,0.5845,0.5845
4.5600,1.9800,0.5888,0.5888
4.5500,1.9800,0.5929,0.5929
4.5400,1.9800,0.5964,0.5964
4.5300,1.9700,0.5908,0.5908
4.5200,1.9700,0.5946,0.5946
4.5100,1.9700,0.5986,0.5986
4.5000,1.9700,0.6021,0.6021
4.4900,1.9700,0.6052,0.6052
4.4800,1.9700,0.6084,0.6084
4.4700,1.9700,0.6117,0.6117
4.4600,1.9600,0.6058,0.6058
4.4500,1.9600,0.6094,0.6094
4.4400,1.9600,0.6131,0.6131
4.4300,1.9600,0.6169,0.6169
4.4200,1.9600,0.6209,0.6209
4.4100,1.9600,0.6250,0.6250
4.4000,1.9600,0.6292,0.6292
4.3900,1.9500,0.6242,0.6242
4.3800,1.9500,0.6273,0.6273
4.3700,1.9500,0.6305,0.6305
4.3600,1.9500,0.6339,0.6339
4.3500,1.9500,0.6374,0.6374
4.3400,1.9500,0.6404,0.6404
4.3300,1.9400,0.6338,0.6338
4.3200,1.9400,0.6368,0.6368
4.3100,1.9400,0.6400,0.6400
4.3000,1.9300,0.6339,0.6339
4.2900,1.9300,0.6374,0.6374
4.2800,1.9300,0.6409,0.6409
4.2700,1.9200,0.6354,0.6354
4.2600,1.9200,0.6393,0.6393
4.2500,1.9200,0.6432,0.6432
4.2400,1.9200,0.6473,0.6473
4.2300,1.9100,0.6425,0.6425
4.2200,1.9100,0.6469,0.6469
4.2100,1.9100,0.6513,0.6513
4.2000,1.9000,0.6471,0.6471
4.1900,1.9000,0.6518,0.6518
4.1800,1.8900,0.6467,0.6467
4.1700,1.8900,0.6503,0.6503
4.1600,1.8900,0.6539,0.6539
4.1500,1.8800,0.6485,0.6485
4.1400,1.8800,0.6524,0.6524
4.1300,1.8700,0.6473,0.6473
4.1200,1.8700,0.6515,0.6515
4.1100,1.8700,0.6558,0.6558
4.1000,1.8600,0.6513,0.6513
4.0900,1.8600,0.6559,0.6559
4.0800,1.8500,0.6503,0.6503
4.0700,1.8500,0.6539,0.6539
4.0600,1.8500,0.6577,0.6577
4.0500,1.8400,0.6524,0.6524
4.0400,1.8400,0.6564,0.6564
4.0300,1.8300,0.6515,0.6515
4.0200,1.8300,0.6558,0.6558
4.0100,1.8300,0.6589,0.6589
4.0000,1.8200,0.6527,0.6527
3.9900,1.8200,0.6561,0.6561
3.9800,1.8100,0.6503,0.6503
3.9700,1.8100,0.6539,0.6539
3.9600,1.8100,0.6577,0.6577
3.9500,1.8000,0.6524,0.6524
3.9400,1.8000,0.6561,0.6561
3.9300,1.7900,0.6503,0.6503
3.9200,1.7900,0.6539,0.6539
3.9100,1.7800,0.6485,0.6485
3.9000,1.7800,0.6524,0.6524
3.8900,1.7800,0.6547,0.6547
3.8800,1.7700,0.6515,0.6515
3.8700,1.7700,0.6529,0.6529
3.8600,1.7600,0.6513,0.6513
3.8500,1.7600,0.6518,0.6518
3.8400,1.7600,0.6471,0.6471
3.8300,1.7500,0.6513,0.6513
3.8200,1.7500,0.6469,0.6469
3.8100,1.7400,0.6513,0.6513
3.8000,1.7400,0.6469,0.6469
3.7900,1.7400,0.6424,0.6424
3.7800,1.7300,0.6469,0.6469
3.7700,1.7300,0.6425,0.6425
3.7600,1.7300,0.6382,0.6382
3.7500,1.7200,0.6432,0.6432
3.7400,1.7200,0.6393,0.6393
3.7300,1.7200,0.6354,0.6354
3.7200,1.7100,0.6409,0.6409
3.7100,1.7100,0.6374,0.6374
3.7000,1.7000,0.6432,0.6432
3.6900,1.7000,0.6393,0.6393
3.6800,1.7000,0.6354,0.6354
3.6700,1.7000,0.6316,0.6316
3.6600,1.6900,0.6374,0.6374
3.6500,1.6900,0.6339,0.6339
3.6400,1.6800,0.6400,0.6400
3.6300,1.6800,0.6368,0.6368
3.6200,1.6800,0.6338,0.6338
3.6100,1.6700,0.6400,0.6400
3.6000,1.6700,0.6368,0.6368
3.5900,1.6700,0.6338,0.6338
3.5800,1.6600,0.6400,0.6400
3.5700,1.6600,0.6368,0.6368
3.5600,1.6600,0.6338,0.6338
3.5500,1.6500,0.6404,0.6404
3.5400,1.6500,0.6376,0.6376
3.5300,1.6500,0.6350,0.6350
3.5200,1.6500,0.6325,0.6325
3.5100,1.6500,0.6301,0.6301
3.5000,1.6400,0.6376,0.6376
3.4900,1.6400,0.6350,0.6350
3.4800,1.6400,0.6325,0.6325
3.4700,1.6400,0.6292,0.6292
3.4600,1.6300,0.6341,0.6341
3.4500,1.6300,0.6301,0.6301
3.4400,1.6200,0.6354,0.6354
3.4300,1.6200,0.6316,0.6316
3.4200,1.6200,0.6280,0.6280
3.4100,1.6200,0.6245,0.6245
3.4000,1.6200,0.6211,0.6211
3.3900,1.6200,0.6178,0.6178
3.3800,1.6200,0.6147,0.6147
3.3700,1.6100,0.6212,0.6212
3.3600,1.6100,0.6184,0.6184
3.3500,1.6100,0.6157,0.6157
3.3400,1.6100,0.6131,0.6131
3.3300,1.6100,0.6106,0.6106
3.3200,1.6100,0.6083,0.6083
3.3100,1.6100,0.6061,0.6061
3.3000,1.6000,0.6139,0.6139
3.2900,1.6000,0.6120,0.6120
3.2800,1.6000,0.6102,0.6102
3.2700,1.6000,0.6083,0.6083
3.2600,1.6000,0.6061,0.6061
3.2500,1.6000,0.6041,0.6041
3.2400,1.6000,0.6021,0.6021
3.2300,1.5900,0.6084,0.6084
3.2200,1.5900,0.6052,0.6052
3.2100,1.5900,0.6021,0.6021
3.2000,1.5900,0.5989,0.5989
3.1900,1.5900,0.5957,0.5957
3.1800,1.5900,0.5926,0.5926
3.1700,1.5900,0.5895,0.5895
3.1600,1.5900,0.5862,0.5862
3.1500,1.5800,0.5926,0.5926
3.1400,1.5800,0.5896,0.5896
3.1300,1.5800,0.5868,0.5868
3.1200,1.5800,0.5841,0.5841
3.1100,1.5800,0.5815,0.5815
3.1000,1.5800,0.5791,0.5791
3.0900,1.5800,0.5768,0.5768
3.0800,1.5800,0.5736,0.5736
3.0700,1.5700,0.5801,0.5801
3.0600,1.5700,0.5772,0.5772
3.0500,1.5700,0.5745,0.5745
3.0400,1.5700,0.5719,0.5719
3.0300,1.5700,0.5694,0.5694
3.0200,1.5700,0.5671,0.5671
3.0100,1.5700,0.5641,0.5641
3.0000,1.5700,0.5610,0.5610
2.9900,1.5600,0.5676,0.5676
2.9800,1.5600,0.5648,0.5648
2.9700,1.5600,0.5622,0.5622
2.9600,1.5600,0.5597,0.5597
2.9500,1.5600,0.5573,0.5573
2.9400,1.5600,0.5551,0.5551
2.9300,1.5600,0.5531,0.5531
2.9200,1.5600,0.5512,0.5512
2.9100,1.5600,0.5494,0.5494
2.9000,1.5600,0.5478,0.5478
2.8900,1.5500,0.5562,0.5562
2.8800,1.5500,0.5549,0.5549
2.8700,1.5500,0.5538,0.5538
2.8600,1.5500,0.5528,0.5528
2.8500,1.5500,0.5519,0.5519
2.8400,1.5500,0.5512,0.5512
2.8300,1.5500,0.5507,0.5507
2.8200,1.5500,0.5503,0.5503
2.8100,1.5500,0.5501,0.5501
2.8000,1.5500,0.5500,0.5500
2.7900,1.5500,0.5500,0.5500
2.7800,1.5500,0.5500,0.5500
2.7700,1.5500,0.5500,0.5500
2.7600,1.5500,0.5500,0.5500
2.7500,1.5500,0.5500,0.5500
2.7400,1.5500,0.5501,0.5501
2.7300,1.5500,0.5503,0.5503
2.7200,1.5500,0.5507,0.5507
2.7100,1.5500,0.5512,0.5512
2.7000,1.5500,0.5519,0.5519
2.6900,1.5500,0.5528,0.5528
2.6800,1.5500,0.5538,0.5538
2.6700,1.5500,0.5549,0.5549
2.6600,1.5600,0.5463,0.5463
2.6500,1.5600,0.5478,0.5478
2.6400,1.5600,0.5494,0.5494
2.6300,1.5600,0.5512,0.5512
2.6200,1.5600,0.5531,0.5531
2.6100,1.5600,0.5551,0.5551
2.6000,1.5600,0.5573,0.5573
2.5900,1.5600,0.5597,0.5597
2.5800,1.5600,0.5622,0.5622
2.5700,1.5600,0.5648,0.5648
2.5600,1.5600,0.5676,0.5676
2.5500,1.5600,0.5705,0.5705
2.5400,1.5600,0.5736,0.5736
2.5300,1.5700,0.5673,0.5673
2.5200,1.5700,0.5707,0.5707
2.5100,1.5700,0.5742,0.5742
2.5000,1.5700,0.5778,0.5778
2.4900,1.5700,0.5815,0.5815
2.4800,1.5700,0.5854,0.5854
2.4700,1.5700,0.5894,0.5894
2.4600,1.5700,0.5935,0.5935
2.4500,1.5700,0.5978,0.5978
2.4400,1.5800,0.5932,0.5932
2.4300,1.5800,0.5977,0.5977
2.4200,1.5800,0.6024,0.6024
2.4100,1.5800,0.6071,0.6071
2.4000,1.5800,0.6120,0.6120
2.3900,1.5800,0.6169,0.6169
2.3800,1.5800,0.6220,0.6220
2.3700,1.5800,0.6272,0.6272
2.3600,1.5900,0.6240,0.6240
2.3500,1.5900,0.6295,0.6295
2.3400,1.5900,0.6350,0.6350
2.3300,1.5900,0.6406,0.6406
2.3200,1.5900,0.6463,0.6463
2.3100,1.5900,0.6521,0.6521
2.3000,1.6000,0.6500,0.6500
2.2900,1.6000,0.6560,0.6560
2.2800,1.6000,0.6611,0.6611
2.2700,1.6000,0.6606,0.6606
2.2600,1.6100,0.6669,0.6669
2.2500,1.6100,0.6701,0.6701
2.2400,1.6200,0.6723,0.6723
2.2300,1.6200,0.6790,0.6790
2.2200,1.6200,0.6800,0.6800
2.2100,1.6300,0.6852,0.6852
2.2000,1.6400,0.6849,0.6849
2.1900,1.6400,0.6920,0.6920
2.1800,1.6400,0.6943,0.6943
2.1700,1.6500,0.6991,0.6991
2.1600,1.6600,0.6991,0.6991
2.1500,1.6600,0.7061,0.7061
2.1400,1.6700,0.7062,0.7062
2.1300,1.6800,0.7066,0.7066
2.1200,1.6900,0.7072,0.7072
2.1100,1.6900,0.7147,0.7147
2.1000,1.7000,0.7157,0.7157
2.0900,1.7100,0.7169,0.7169
2.0800,1.7200,0.7184,0.7184
2.0700,1.7300,0.7201,0.7201
2.0600,1.7400,0.7220,0.7220
2.0500,1.7500,0.7242,0.7242
2.0400,1.7600,0.7266,0.7266
2.0300,1.7700,0.7293,0.7293
2.0300,1.7800,0.7238,0.7238
2.0200,1.7900,0.7268,0.7268
2.0100,1.8000,0.7301,0.7301
2.0100,1.8100,0.7249,0.7249
2.0000,1.8200,0.7286,0.7286
2.0000,1.8300,0.7237,0.7237
1.9900,1.8400,0.7276,0.7276
1.9900,1.8500,0.7230,0.7230
1.9800,1.8600,0.7273,0.7273
1.9800,1.8700,0.7229,0.7229
1.9700,1.8800,0.7273,0.7273
1.9700,1.8900,0.7229,0.7229
1.9600,1.9000,0.7273,0.7273
1.9600,1.9100,0.7229,0.7229
1.9500,1.9200,0.7276,0.7276
1.9500,1.9300,0.7235,0.7235
1.9500,1.9400,0.7194,0.7194
1.9400,1.9500,0.7246,0.7246
1.9400,1.9600,0.7208,0.7208
1.9300,1.9700,0.7264,0.7264
1.9300,1.9800,0.7228,0.7228
1.9200,1.9900,0.7286,0.7286
1.9200,2.0000,0.7246,0.7246
1.9200,2.0100,0.7208,0.7208
1.9100,2.0200,0.7264,0.7264
1.9100,2.0300,0.7228,0.7228
1.9000,2.0400,0.7287,0.7287
1.9000,2.0500,0.7254,0.7254
1.9000,2.0600,0.7222,0.7222
1.8900,2.0700,0.7286,0.7286
1.8900,2.0800,0.7257,0.7257
1.8900,2.0900,0.7228,0.7228
1.8800,2.1000,0.7297,0.7297
1.8800,2.1100,0.7271,0.7271
1.8700,2.1200,0.7343,0.7343
1.8700,2.1300,0.7320,0.7320
1.8700,2.1400,0.7298,0.7298
1.8600,2.1500,0.7374,0.7374
1.8600,2.1600,0.7355,0.7355
1.8600,2.1700,0.7336,0.7336
1.8500,2.1800,0.7417,0.7417
1.8500,2.1900,0.7401,0.7401
1.8500,2.2000,0.7386,0.7386
1.8400,2.2100,0.7472,0.7472
1.8400,2.2200,0.7459,0.7459
1.8400,2.2300,0.7448,0.7448
1.8300,2.2400,0.7538,0.7538
1.8300,2.2500,0.7529,0.7529
1.8300,2.2600,0.7521,0.7521
1.8300,2.2700,0.7515,0.7515
1.8200,2.2800,0.7609,0.7609
1.8200,2.2900,0.7605,0.7605
1.8200,2.3000,0.7602,0.7602
1.8300,2.3100,0.7501,0.7501
1.8300,2.3200,0.7500,0.7500
1.8300,2.3300,0.7500,0.7500
1.8300,2.3400,0.7500,0.7500
1.8400,2.3500,0.7400,0.7400
1.8400,2.3600,0.7400,0.7400
1.8400,2.3700,0.7400,0.7400
1.8400,2.3800,0.7401,0.7401
1.8500,2.3900,0.7302,0.7302
1.8500,2.4000,0.7305,0.7305
1.8500,2.4100,0.7310,0.7310
1.8500,2.4200,0.7315,0.7315
1.8500,2.4300,0.7322,0.7322
1.8600,2.4400,0.7230,0.7230
1.8600,2.4500,0.7239,0.7239
1.8600,2.4600,0.7249,0.7249
1.8600,2.4700,0.7261,0.7261
1.8700,2.4800,0.7174,0.7174
1.8700,2.4900,0.7188,0.7188
1.8700,2.5000,0.7204,0.7204
1.8700,2.5100,0.7220,0.7220
1.8800,2.5200,0.7139,0.7139
1.8800,2.5300,0.7158,0.7158
1.8800,2.5400,0.7179,0.7179
1.8800,2.5500,0.7200,0.7200
1.8800,2.5600,0.7223,0.7223
1.8900,2.5700,0.7149,0.7149
1.8900,2.5800,0.7174,0.7174
1.8900,2.5900,0.7200,0.7200
1.8900,2.6000,0.7220,0.7220
1.8900,2.6100,0.7238,0.7238
1.9000,2.6200,0.7150,0.7150
1.9000,2.6300,0.7161,0.7161
1.9000,2.6400,0.7174,0.7174
1.9000,2.6500,0.7188,0.7188
1.9000,2.6600,0.7204,0.7204
1.9100,2.6700,0.7122,0.7122
1.9100,2.6800,0.7139,0.7139
1.9100,2.6900,0.7158,0.7158
1.9100,2.7000,0.7179,0.7179
1.9100,2.7100,0.7200,0.7200
1.9100,2.7200,0.7223,0.7223
1.9100,2.7300,0.7246,0.7246
1.9200,2.7400,0.7174,0.7174
1.9200,2.7500,0.7201,0.7201
1.9200,2.7600,0.7228,0.7228
1.9200,2.7700,0.7257,0.7257
1.9200,2.7800,0.7286,0.7286
1.9200,2.7900,0.7317,0.7317
1.9200,2.8000,0.7336,0.7336
1.9200,2.8100,0.7355,0.7355
1.9200,2.8200,0.7373,0.7373
1.9200,2.8300,0.7386,0.7386
1.9200,2.8400,0.7401,0.7401
1.9200,2.8500,0.7417,0.7417
1.9200,2.8600,0.7434,0.7434
1.9200,2.8700,0.7453,0.7453
1.9200,2.8800,0.7472,0.7472
1.9200,2.8900,0.7493,0.7493
1.9200,2.9000,0.7515,0.7515
1.9200,2.9100,0.7538,0.7538
1.9200,2.9200,0.7562,0.7562
1.9200,2.9300,0.7587,0.7587
1.9200,2.9400,0.7612,0.7612
1.9200,2.9500,0.7631,0.7631
1.9200,2.9600,0.7647,0.7647
1.9200,2.9700,0.7658,0.7658
1.9200,2.9800,0.7670,0.7670
1.9200,2.9900,0.7683,0.7683
1.9200,3.0000,0.7698,0.7698
1.9200,3.0100,0.7713,0.7713
1.9200,3.0200,0.7709,0.7709
1.9200,3.0300,0.7653,0.7653
1.9200,3.0400,0.7598,0.7598
1.9200,3.0500,0.7544,0.7544
1.9200,3.0600,0.7491,0.7491
1.9200,3.0700,0.7438,0.7438
1.9200,3.0800,0.7386,0.7386
1.9200,3.0900,0.7335,0.7335
1.9200,3.1000,0.7286,0.7286
1.9200,3.1100,0.7237,0.7237
1.9200,3.1200,0.7188,0.7188
1.9200,3.1300,0.7141,0.7141
1.9200,3.1400,0.7095,0.7095
1.9200,3.1500,0.7050,0.7050
1.9200,3.1600,0.7006,0.7006
1.9200,3.1700,0.6962,0.6962
1.9200,3.1800,0.6920,0.6920
1.9200,3.1900,0.6879,0.6879
1.9200,3.2000,0.6839,0.6839
1.9200,3.2100,0.6800,0.6800
1.9200,3.2200,0.6762,0.6762
1.9200,3.2300,0.6725,0.6725
1.9200,3.2400,0.6690,0.6690
1.9200,3.2500,0.6655,0.6655
1.9300,3.2600,0.6716,0.6716
1.9300,3.2700,0.6684,0.6684
1.9300,3.2800,0.6654,0.6654
1.9300,3.2900,0.6624,0.6624
1.9300,3.3000,0.6596,0.6596
1.9300,3.3100,0.6569,0.6569
1.9300,3.3200,0.6543,0.6543
1.9300,3.3300,0.6519,0.6519
1.9300,3.3400,0.6495,0.6495
1.9300,3.3500,0.6473,0.6473
1.9300,3.3600,0.6453,0.6453
1.9300,3.3700,0.6433,0.6433
1.9300,3.3800,0.6415,0.6415
1.9400,3.3900,0.6497,0.6497
1.9400,3.4000,0.6481,0.6481
1.9400,3.4100,0.6467,0.6467
1.9400,3.4200,0.6455,0.6455
1.9400,3.4300,0.6443,0.6443
1.9400,3.4400,0.6433,0.6433
1.9400,3.4500,0.6424,0.6424
1.9400,3.4600,0.6417,0.6417
1.9400,3.4700,0.6411,0.6411
1.9400,3.4800,0.6406,0.6406
1.9400,3.4900,0.6403,0.6403
1.9500,3.5000,0.6501,0.6501
1.9500,3.5100,0.6500,0.6500
1.9500,3.5200,0.6500,0.6500
1.9500,3.5300,0.6500,0.6500
1.9500,3.5400,0.6500,0.6500
1.9500,3.5500,0.6501,0.6501
1.9500,3.5600,0.6503,0.6503
1.9500,3.5700,0.6506,0.6506
1.9500,3.5800,0.6511,0.6511
1.9600,3.5900,0.6616,0.6616
1.9600,3.6000,0.6624,0.6624
1.9600,3.6100,0.6632,0.6632
1.9600,3.6200,0.6642,0.6642
1.9600,3.6300,0.6653,0.6653
1.9600,3.6400,0.6666,0.6666
1.9600,3.6500,0.6679,0.6679
1.9600,3.6600,0.6694,0.6694
1.9600,3.6700,0.6710,0.6710
1.9600,3.6800,0.6728,0.6728
1.9700,3.6900,0.6845,0.6845
1.9700,3.7000,0.6864,0.6864
1.9700,3.7100,0.6885,0.6885
1.9700,3.7200,0.6908,0.6908
1.9700,3.7300,0.6931,0.6931
1.9700,3.7400,0.6956,0.6956
1.9700,3.7500,0.6981,0.6981
1.9700,3.7600,0.7008,0.7008
1.9800,3.7700,0.7132,0.7132
1.9800,3.7800,0.7161,0.7161
1.9800,3.7900,0.7191,0.7191
1.9800,3.8000,0.7222,0.7222
1.9900,3.8000,0.7317,0.7317
1.9700,3.8000,0.7127,0.7127
1.9700,3.8100,0.7160,0.7160
1.9700,3.8200,0.7193,0.7193
1.9600,3.8300,0.7134,0.7134
1.9600,3.8400,0.7171,0.7171
1.9600,3.8500,0.7208,0.7208
1.9500,3.8600,0.7154,0.7154
1.9500,3.8700,0.7194,0.7194
1.9400,3.8800,0.7144,0.7144
1.9400,3.8900,0.7186,0.7186
1.9300,3.9000,0.7139,0.7139
1.9300,3.9100,0.7184,0.7184
1.9200,3.9200,0.7139,0.7139
1.9200,3.9300,0.7184,0.7184
1.9100,3.9400,0.7139,0.7139
1.9100,3.9500,0.7184,0.7184
1.9000,3.9600,0.7141,0.7141
1.9000,3.9700,0.7188,0.7188
1.8900,3.9800,0.7149,0.7149
1.8900,3.9900,0.7199,0.7199
1.8800,4.0000,0.7163,0.7163
1.8800,4.0100,0.7215,0.7215
1.8700,4.0200,0.7184,0.7184
1.8700,4.0300,0.7238,0.7238
1.8600,4.0400,0.7210,0.7210
1.8600,4.0500,0.7266,0.7266
1.8500,4.0600,0.7242,0.7242
1.8500,4.0700,0.7301,0.7301
1.8400,4.0800,0.7268,0.7268
1.8300,4.0900,0.7238,0.7238
1.8300,4.1000,0.7293,0.7293
1.8200,4.1100,0.7239,0.7239
1.8100,4.1200,0.7150,0.7150
1.8000,4.1300,0.7062,0.7062
1.8000,4.1400,0.6963,0.6963
1.7900,4.1500,0.6877,0.6877
1.7800,4.1600,0.6793,0.6793
1.7700,4.1700,0.6710,0.6710
1.7600,4.1800,0.6616,0.6616
1.7500,4.1900,0.6524,0.6524
1.7400,4.2000,0.6433,0.6433
1.7300,4.2000,0.6443,0.6443
1.7200,4.2100,0.6355,0.6355
1.7100,4.2200,0.6269,0.6269
1.7000,4.2200,0.6284,0.6284
1.6900,4.2300,0.6201,0.6201
1.6800,4.2300,0.6218,0.6218
1.6700,4.2400,0.6139,0.6139
